doc ner ner_spacy text
243 O U-ORG PowerPoint
243 O O Interpersonal
243 O O Skills
243 O O Adaptability
243 O B-PERSON Analytical
243 O I-PERSON Skills
243 O I-PERSON INTERNSHIP
243 O L-PERSON Organisation
243 O B-ORG Kotak
243 O I-ORG Mahindra
243 O L-ORG Bank

244 O B-PERSON Ramakrishna
244 O L-PERSON Rao
244 - O DevOps
244 - O Consultant
244 O O Tech
244 O O Mahindra
244 O O Ltd
244 O O Bengaluru
244 O B-PERSON Karnataka
244 O L-PERSON Email
244 O O me
244 O O on
244 O O Indeed
244 O O indeed.com
244 O O r
244 O O Ramakrishna-
244 O O Rao/0b57f5f9d35b9e5c
244 O O An
244 O O accomplished
244 O O IT
244 O O Professional
244 O O with
244 O B-DATE 15.2
244 O L-DATE years
244 O O of
244 O O Competent
244 O O technical
244 O O expertise
244 O O in
244 O O solution
244 O O design
244 O O architecture
244 O O system
244 O O analysis
244 O O components
244 O O design
244 O O development
244 O O and
244 O O testing
244 O O of
244 O O client
244 O O server
244 O O Intranet/
244 O O Internet
244 O O N
244 O O tier
244 O O systems
244 O O in
244 O U-ORG Microsoft
244 O U-PERSON Java
244 O O and
244 O O middleware
244 O O projects
244 O O at
244 O O Development
244 O U-PERSON Support
244 O U-ORG E2E
244 O O and
244 O U-ORG Transition
244 O U-ORG Transformation
244 O O migration
244 O B-ORG Projects
244 O I-ORG at
244 O L-ORG Telecom
244 O U-ORG BSS
244 O O and
244 O U-ORG OSS
244 O B-ORG Networking
244 O I-ORG Finance
244 O I-ORG Content
244 O L-ORG Management
244 O U-ORG Healthcare
244 O O Banking
244 O O domains

244 O O Extensive
244 O O experience
244 O O in
244 O B-ORG Object
244 O L-ORG Oriented
244 O O design
244 O O and
244 O O development
244 O O agile
244 O U-ORG DevOps
244 O U-PERSON Cloud
244 O O architecture
244 O O middleware
244 O O enterprise
244 O O application
244 O O integrations

244 O O a
244 O B-ORG Offshore
244 O I-ORG Professional
244 O I-ORG Summary

244 O O Expertise
244 O O in
244 O O process
244 O O tools
244 O O maturity
244 O O assessment
244 O O and
244 O O provides
244 O O the
244 O O implementation
244 O O transformation
244 O O roadmaps

244 O O Extensive
244 O O experience
244 O O in
244 O O the
244 O O design
244 O O and
244 O O implementation
244 O O of
244 O B-ORG Continuous
244 O L-ORG Integration
244 O O Continuous
244 O O Delivery
244 O O Continuous
244 O O Testing
244 O O Continuous
244 O O Deployment
244 O O Pipelines
244 O O and
244 O U-ORG DevOps
244 O O processes
244 O O best
244 O O practices
244 O O for
244 O U-PRODUCT Agile
244 O O projects

244 O O Involved
244 O O in
244 O U-PRODUCT Agile
244 O O implementation
244 O O using
244 O O JIRA
244 O O Rally
244 O O HPE
244 O B-ORG ALM
244 O L-ORG Octane
244 O O across
244 O O various
244 O O customer
244 O O as
244 O O per
244 O O SAFe
244 O O Scrum
244 O O methodologies

244 O O Implementation
244 O O experience
244 O O in
244 O O Continuous
244 O O Integration
244 O O Delivery
244 O O CI
244 O O CD
244 O O pipeline
244 O O using
244 O O CA
244 O O Clarity
244 O O CA
244 O O Rally
244 O O JIRA
244 O O HPE
244 O U-ORG ALM
244 O B-PERSON Octane
244 O L-PERSON Jenkins
244 O U-PERSON Maven
244 O U-PERSON Git
244 O U-ORG Bitbukcet
244 O U-ORG Github
244 O B-PERSON XebiaLabs
244 O L-PERSON XL
244 O O Release
244 O O CA
244 O B-ORG Release
244 O I-ORG Automation
244 O I-ORG Automic
244 O I-ORG for
244 O I-ORG Code
244 O L-ORG Build
244 O O repository
244 O O and
244 O O deployment
244 O O and
244 O U-ORG Automation

244 O O Proven
244 O O expertise
244 O O on
244 O O cloud
244 O O based
244 O O solutions
244 O O using
244 O O PaaS
244 O O platforms
244 O O Openshift
244 O O with
244 O O kubernetes
244 O O MS
244 O O Azure
244 O U-ORG ARM
244 O O templates
244 O O AWS
244 O O services
244 O O EC2
244 O U-ORG ELB
244 O U-ORG IAM
244 O O S3
244 O U-ORG EFS
244 O O and
244 O U-ORG EBS
244 O O CI
244 O O CD
244 O O services
244 O O Code
244 O O Commit
244 O O Build
244 O O Code
244 O O Deploy
244 O U-PERSON OpsWorks

244 O O Good
244 O O understating
244 O O and
244 O O experience
244 O O in
244 O U-PERSON Docker
244 O U-GPE Ansible
244 O U-PRODUCT Chef
244 O O Puppet
244 O O configuration
244 O O tools

244 O O Good
244 O O experience
244 O O in
244 O U-PERSON Java
244 O U-ORG Microsoft
244 O U-ORG CRM
244 O B-PERSON Java
244 O L-PERSON Script
244 O O shell
244 O U-ORG PowerShell
244 O U-GPE Groovy
244 O U-GPE Python
244 O O script

244 O O Involved
244 O O in
244 O O development
244 O O support
244 O O activities
244 O O in
244 O O projects
244 O O using
244 O O tools
244 O O such
244 O O as
244 O B-PERSON Java/
244 O L-PERSON J2EE
244 O B-ORG MS
244 O L-ORG Technologies
244 O U-ORG VB
244 O U-ORG ASP
244 O U-ORG VStudio

244 O O Net
244 O O VB.Net
244 O U-PERSON ASP.Net
244 O O C
244 O O #
244 O U-PRODUCT SqlServer
244 O B-ORG Team
244 O I-ORG Foundation
244 O L-ORG Server
244 O U-ORG TFS
244 O U-PERSON Sharepoint
244 O U-ORG Oracle
244 O B-ORG SQL
244 O L-ORG Server
244 O O automated
244 O O configuration
244 O O and
244 O O build
244 O O integration
244 O U-ORG SCM
244 O O tools
244 O O Git
244 O U-ORG GitHub
244 O U-ORG SVN
244 O U-ORG Bitbucket
244 O O Crucible
244 O O Maven
244 O U-ORG SonarQube
244 O U-ORG NANT
244 O U-ORG FxCop
244 O U-ORG NUNIT
244 O U-ORG CCNet

244 O O Good
244 O O knowledge
244 O O and
244 O O integration
244 O O experiences
244 O O in
244 O O testing
244 O O tools
244 O O on
244 O B-ORG HPE
244 O I-ORG ALM
244 O I-ORG QC
244 O L-ORG Octane
244 O U-GPE ETL
244 O U-GPE Validator
244 O O CA
244 O O SV
244 O O CA
244 O U-ORG TDM
244 O O and
244 O O Selenium
244 O O with
244 O O CI
244 O O CD
244 O O pipeline

244 O O Good
244 O O understanding
244 O O and
244 O O experienced
244 O O in
244 O O ITSM
244 O O tools
244 O O BMC-
244 O U-GPE Remedy
244 O U-GPE Servicenow
244 O O integrations

244 O O Good
244 O O experience
244 O O in
244 O O CI
244 O O CD
244 O O implementation
244 O O with
244 O U-ORG IBM
244 O O stack
244 O U-ORG HP
244 O O stack
244 O U-NORP Atlassian
244 O O stack
244 O O using
244 O U-ORG IBM
244 O U-ORG CLM
244 O U-ORG RTC
244 O O uRelease
244 O O and
244 O U-ORG uDeploy
244 O O and
244 O B-ORG Atlassian
244 O L-ORG Products
244 O O JIRA
244 O O JIRA
244 O O Agile
244 O U-GPE Crowd
244 O O Bitbucket
244 O O Stash
244 O O Crucible
244 O U-ORG Confluence
244 O O in
244 O U-GPE DevOps
244 O O solutions
244 O O implementation

244 O O https://www.indeed.com/r/Ramakrishna-Rao/0b57f5f9d35b9e5c?isid=rex-download&ikw=download-top&co=IN
244 O O https://www.indeed.com/r/Ramakrishna-Rao/0b57f5f9d35b9e5c?isid=rex-download&ikw=download-top&co=IN

244 O O Have
244 O O proven
244 O O leadership
244 O O and
244 O O strong
244 O O interpersonal
244 O O and
244 O O communication
244 O O skills
244 O O in
244 O O dealing
244 O O with
244 O O people
244 O O with
244 O O diverse
244 O O backgrounds

244 O O b
244 O B-ORG Onsite
244 O I-ORG Professional
244 O I-ORG Summary

244 O O Good
244 O O experience
244 O O in
244 O B-LOC DevOps
244 O L-LOC E2E
244 O O solution
244 O O design
244 O O in
244 O O planning
244 O O source
244 O O code
244 O O management
244 O O build
244 O O and
244 O O deployment
244 O O automations
244 O O using
244 O O JIRA
244 O U-PERSON Jenkins
244 O O maven
244 O O git
244 O O Bitbucket
244 O U-ORG XLRelease
244 O O and
244 O U-ORG XLDeploy
244 O O Ansible
244 O O for
244 O U-ORG VHA
244 O U-ORG Scotiabank
244 O U-ORG Volkswagen
244 O U-ORG NetApp
244 O U-ORG Optus
244 O U-ORG Cenveo
244 O O accounts

244 O O Developed
244 O O POCs
244 O O and
244 O O successfully
244 O O onboarded
244 O U-CARDINAL 100
244 O O projects
244 O O into
244 O O CD
244 O O platform
244 O O as
244 O O part
244 O O of
244 O O the
244 O O DevOps
244 O O transformation

244 O O Involved
244 O O in
244 O O Transitions
244 O O Takeover
244 O O of
244 O O varies
244 O O complex
244 O O applications
244 O O for
244 O U-ORG BT
244 O U-ORG ATT
244 O U-ORG AIRBUS
244 O O clients
244 O O and
244 O O made
244 O O the
244 O O applications
244 O O as
244 O U-ORG BAU

244 O O Good
244 O O at
244 O O client
244 O O communication
244 O O customer
244 O O management
244 O O and
244 O O giving
244 O O presentations
244 O O to
244 O O clients

244 O O Good
244 O O at
244 O O managing
244 O O the
244 O O deliveries
244 O O at
244 O O onshore
244 O O and
244 O O liaising
244 O O with
244 O O offshore
244 O O team

244 O O Involved
244 O O in
244 O O Application
244 O O Technical
244 O O Support
244 O O Requirement
244 O O gathering
244 O O and
244 O O giving
244 O O solution
244 O O designs
244 O O to
244 O O clients

244 O O Involved
244 O O in
244 O B-ORG ASG
244 O I-ORG Application
244 O I-ORG Support
244 O L-ORG Group
244 O O activities
244 O O at
244 O O onshore

244 O O Good
244 O O experience
244 O O in
244 O O conducting
244 O O tools
244 O U-ORG DevOps
244 O O process
244 O O trainings
244 O O as
244 O O part
244 O O of
244 O U-ORG DevOps
244 O O enablement
244 O O programs

244 O O WORK
244 O O EXPERIENCE
244 - O DevOps
244 - O Consultant
244 O O Tech
244 O O Mahindra
244 O O Ltd
244 O O March
244 O O 2018
244 O O to
244 O O Present
244 O B-DATE 15
244 O L-DATE Years
244 O O ]
244 O O Band
244 O O Sub
244 O O band/
244 O O Designation
244 O O U4
244 - O DevOps
244 - O Consultant
244 O O Tech
244 O O Mahindra
244 O O Ltd
244 O B-DATE April
244 O L-DATE 2005
244 O O to
244 O O Present
244 O O Experience
244 O O Sr

244 O O Software
244 O O Engineer
244 O O Consultant
244 O O Client
244 O O of
244 O O Infosys
244 O O Technologies
244 O O Data
244 O O Comp
244 O O Services
244 O B-DATE August
244 O I-DATE 2004
244 O I-DATE to
244 O I-DATE April
244 O L-DATE 2005
244 O B-PERSON Duration
244 O I-PERSON AUGUST/2004
244 O L-PERSON -APRIL/2005
244 O U-PERSON Programmer
244 O O Analyst
244 O O Infoland
244 O O Technologies
244 O B-DATE February
244 O L-DATE 2003
244 O O to
244 O B-DATE August
244 O L-DATE 2004
244 O U-ORG EDUCATION
244 B-Degree O Master
244 I-Degree O of
244 I-Degree O Science
244 I-Degree O in
244 I-Degree O Information
244 I-Degree O Technology
244 I-Degree O and
244 L-Degree O Management
244 "B-College Name" O Periyar
244 "L-College Name" O University
244 O B-DATE June
244 O L-DATE 2001
244 - U-CARDINAL P.G.D.C.A
244 - O in
244 - B-ORG Computer
244 - L-ORG Applications
244 "B-College Name" B-FAC Nagarjuna
244 "L-College Name" L-FAC University
244 O B-DATE June
244 O L-DATE 1998
244 - U-GPE B.Sc

244 - O in
244 - B-ORG M.P.C
244 "B-College Name" I-ORG Andhra
244 "L-College Name" L-ORG University
244 O B-DATE June
244 O L-DATE 1997
244 O O SKILLS
244 O O .Net
244 O B-DATE Less
244 O I-DATE than
244 O I-DATE 1
244 O L-DATE year
244 O O .Net
244 O U-CARDINAL 4.5
244 O B-DATE Less
244 O I-DATE than
244 O I-DATE 1
244 O L-DATE year
244 O B-ORG Amazon
244 O I-ORG Elastic
244 O I-ORG Block
244 O L-ORG Storage
244 O B-DATE Less
244 O I-DATE than
244 O I-DATE 1
244 O L-DATE year
244 O B-ORG Amazon
244 O I-ORG Elastic
244 O I-ORG Compute
244 O L-ORG Cloud
244 O B-DATE Less
244 O I-DATE than
244 O I-DATE 1
244 O L-DATE year
244 O U-ORG ASP
244 O B-DATE Less
244 O I-DATE than
244 O I-DATE 1
244 O L-DATE year
244 O O ADDITIONAL
244 O O INFORMATION
244 O O III

244 O O Skills
244 O B-PERSON Primary
244 O L-PERSON Skill
244 O O category
244 O B-PERSON Java
244 O L-PERSON J2EE
244 O O .Net
244 O U-CARDINAL 4.5
244 O O MS.Net
244 O O Tech.[ASP.Net
244 O O C
244 O O #
244 O O VB.Net
244 O O Web
244 O O services
244 O U-ORG WCF
244 O O EF
244 O O SQLServer
244 O O VS2012
244 O O ]
244 O B-LAW Oracle
244 O L-LAW 11
244 O O g
244 O U-ORG DevOps
244 O O process
244 O O amp;implementation
244 O U-ORG Agile
244 O O planning
244 O O JIRA
244 O O Bitbucket
244 O O Crucible
244 O U-ORG Confluence
244 O U-GPE Crowd
244 O O and
244 O O Open
244 O O Source
244 O O Tools
244 O B-ORG Jenkins
244 O L-ORG Git
244 O U-ORG GitHub
244 O U-ORG SVN
244 O U-GPE Maven
244 O U-PERSON SonarQube
244 O O MS
244 O O TFS2013
244 O O with
244 O U-ORG InRelease
244 O U-ORG XLRelease
244 O U-ORG XLDeploy
244 O O AWS
244 O O services
244 O O EC2
244 O U-ORG ELB
244 O O IAM
244 O O S3
244 O U-ORG EFS
244 O O and
244 O U-ORG EBS
244 O O CI
244 O O CD
244 O O services
244 O O Code
244 O O Commit
244 O O Build
244 O O Code
244 O O Deploy
244 O U-PERSON OpsWorks
244 O U-ORG Ansible
244 O O playbooks
244 O U-GPE Servicenow
244 O B-PERSON Secondary
244 O L-PERSON Skill
244 O O category
244 O U-GPE VB
244 O U-ORG ASP
244 O B-PERSON Config
244 O L-PERSON Tools
244 O O Subversion
244 O U-ORG NANT
244 O U-PERSON FxCop
244 O U-ORG NUNIT
244 O U-ORG CCNet
244 O O Design
244 O O Tools
244 O U-GPE BorelandToGether2007
244 O U-PERSON Visio2010
244 O B-ORG Project
244 O L-ORG Management
244 O B-ORG Microsoft
244 O L-ORG Office
244 O O Project
244 O O 2010
244 O B-ORG Domain
244 O I-ORG Skill
244 O L-ORG Telecom
244 O U-ORG CRM
244 O U-ORG BSS
244 O U-ORG OSS
244 O B-ORG Content
244 O L-ORG Management
244 O O and
244 O U-ORG Healthcare
244 O U-ORG Finance
244 O O and
244 O O Banking
244 O O IV

244 O B-ORG Trainings
244 O L-ORG Certifications
244 O O ➢
244 O O Introduction
244 O O to
244 O O Agile
244 O O Methodology
244 O O conducted
244 O O by
244 O B-ORG Tech
244 O I-ORG Mahindra
244 O L-ORG Ltd.
244 O O Nov
244 O O 2006
244 O O ➢
244 O O PMP
244 O O Training
244 O O conducted
244 O O by
244 O B-ORG Tech
244 O I-ORG Mahindra
244 O L-ORG Ltd.
244 O O Aug
244 O U-DATE 2011

244 O O ➢
244 O O ITIL
244 O O Training
244 O O conducted
244 O O by
244 O B-ORG Tech
244 O I-ORG Mahindra
244 O L-ORG Ltd.
244 O B-PERSON Jun
244 O L-PERSON 2013

244 O O ➢
244 O O LEAN
244 O O SIX
244 O O SIGMA
244 O O YELLOW
244 O O BELT
244 O O training
244 O O conducted
244 O O by
244 O B-ORG Tech
244 O I-ORG Mahindra
244 O L-ORG Ltd.
244 O B-DATE April
244 O L-DATE 2014

244 O O ➢
244 O B-PERSON Scrum
244 O L-PERSON Maser
244 O O Certified
244 O O SMC
244 O B-PERSON Jul
244 O L-PERSON 2015
244 O O from
244 O U-ORG ScrumStudy

245 O B-PERSON Jyotirbindu
245 O L-PERSON Patnaik
245 - O Associate
245 - O consultant@SAP
245 O O labs
245 O B-PERSON Bangalore
245 O L-PERSON Karnataka
245 O U-GPE Bengaluru
245 O B-PERSON Karnataka
245 O L-PERSON Email
245 O O me
245 O O on
245 O O Indeed
245 O O indeed.com
245 O O r
245 O O Jyotirbindu-
245 O O Patnaik/77e3ceda47fbb7e4
245 O O Experienced
245 O O incident
245 O O and
245 O O change
245 O O coordinator
245 O O and
245 O O strongly
245 O O skilled
245 O O and
245 O O dedicated
245 O B-PERSON ITIL
245 O L-PERSON Expert
245 O O with
245 O O a
245 O O superior
245 O O work
245 O O ethic
245 O O and
245 O O management
245 O O satisfaction
245 O O record

245 O O Widely
245 O O and
245 O O deeply
245 O O knowledgeable
245 O O in
245 O O all
245 O O aspects
245 O O of
245 O U-ORG ITIL
245 O O management
245 O O and
245 O O coordination

245 O O Adept
245 O O multitasker
245 O O able
245 O O to
245 O O deal
245 O O a
245 O O very
245 O O high
245 O O priority
245 O O complex
245 O O situations
245 O O with
245 O O accuracy
245 O O and
245 O O professionalism

245 O O Willing
245 O O to
245 O O relocate
245 O O to
245 O U-PERSON Bangalore
245 O U-PERSON Karnataka
245 O O WORK
245 O O EXPERIENCE
245 - O Associate
245 - O consultant
245 O O Sap
245 O B-EVENT labs
245 O L-EVENT Incident
245 O O and
245 O O change
245 O O management
245 O O coordinator
245 O O dealing
245 O O with
245 O O the
245 O O escalation
245 O O process
245 O O of
245 O O company
245 O O products

245 O O Notifying
245 O O the
245 O O customer
245 O O as
245 O O well
245 O O as
245 O O stake
245 O O holders
245 O O regarding
245 O O the
245 O O on
245 O O going
245 O O issue
245 O O as
245 O O well
245 O O as
245 O O helping
245 O O problem
245 O O management
245 O O team
245 O O to
245 O O provide
245 O U-ORG RCA

245 - O Associate
245 - O consultant
245 O O Sap
245 O O labs
245 O O Joining
245 O O date
245 O O from
245 O B-DATE January
245 O I-DATE 25
245 O L-DATE 2017
245 O O Designation
245 O O Associate
245 O O Consultant
245 O O Company
245 O O SAP
245 O O on
245 O O the
245 O O payroll
245 O O of
245 O B-ORG Bristlecone
245 O I-ORG India
245 O L-ORG LTD

245 O O Roles
245 O O and
245 O O responsibilities
245 O O Incident
245 O O Coordinator
245 O U-CARDINAL 1

245 O O Following
245 O O the
245 O O escalation
245 O O process
245 O O and
245 O O handling
245 O O the
245 O O high
245 O O priority
245 O O incidents
245 O O by
245 O O initiating
245 O O the
245 O O troubleshooting
245 O O call
245 O O and
245 O O driving
245 O O the
245 O O entire
245 O O call
245 O O till
245 O O the
245 O O issue
245 O O gets
245 O O resolve

245 O U-CARDINAL 2

245 O O Capturing
245 O O the
245 O O entire
245 O O chronological
245 O O order
245 O O to
245 O O provide
245 O O the
245 O U-ORG RCA
245 O O for
245 O O the
245 O O unplanned
245 O O downtimes

245 O U-CARDINAL 3

245 O O As
245 O O an
245 O O incident
245 O O coordinator
245 O O I
245 O O was
245 O O informing
245 O O the
245 O O internal
245 O O stakeholders
245 O O regarding
245 O O the
245 O O unplanned
245 O O downtimes
245 O O high
245 O O priority
245 O O issue
245 O O by
245 O O sending
245 O O the
245 O O notifications
245 O O periodically

245 O U-CARDINAL 4

245 O O Post
245 O O handling
245 O O the
245 O O issue
245 O O we
245 O O were
245 O O updating
245 O O the
245 O U-ORG MTTR
245 O O and
245 O U-DATE monthly
245 O O outage
245 O O tracker
245 O O to
245 O O have
245 O O a
245 O O clear
245 O O records
245 O O of
245 O O unplanned
245 O O downtimes

245 O U-CARDINAL 5

245 O O Monitoring
245 O O the
245 O O tools
245 O O like
245 O U-GPE Catchpoint
245 O O Pingdom
245 O U-ORG CSS
245 O O for
245 O O quick
245 O O find
245 O O of
245 O O availability
245 O O alerts
245 O O and
245 O O trying
245 O O to
245 O O troubleshoot
245 O O by
245 O O initial
245 O O analysis
245 O U-ORG ASAP

245 O U-CARDINAL 6

245 O O Preparing
245 O O the
245 O O documents
245 O O for
245 O O all
245 O O the
245 O O new
245 O O process
245 O O and
245 O O update
245 O O it
245 O O as
245 O O per
245 O O its
245 O O new
245 O O changes

245 O U-CARDINAL 7

245 O O Providing
245 O O the
245 O O reports
245 O B-ORG KPI
245 O L-ORG Availability
245 O B-ORG IRT
245 O L-ORG MPT
245 O O on
245 O U-DATE weekly
245 O O and
245 O U-DATE monthly
245 O O basis
245 O O to
245 O O the
245 O O management
245 O O to
245 O O minimize
245 O O the
245 O O number
245 O O incidents

245 O U-CARDINAL 8

245 O O I
245 O O was
245 O O analyzing
245 O O regarding
245 O O the
245 O O number
245 O O of
245 O O incidents
245 O O and
245 O O alerts
245 O O received
245 O O and
245 O O providing
245 O O the
245 O O entire
245 O O captured
245 O O details
245 O O to
245 O O management
245 O O for
245 O O further
245 O O process
245 O O to
245 O O reduce
245 O O the
245 O O incidents
245 O O and
245 O O alerts

245 O O https://www.indeed.com/r/Jyotirbindu-Patnaik/77e3ceda47fbb7e4?isid=rex-download&ikw=download-top&co=IN
245 O O https://www.indeed.com/r/Jyotirbindu-Patnaik/77e3ceda47fbb7e4?isid=rex-download&ikw=download-top&co=IN
245 O O Change
245 O O Coordinator
245 O U-CARDINAL 9

245 O O As
245 O O a
245 O O change
245 O U-PERSON Coordinator
245 O O was
245 O O handling
245 O O the
245 O U-PERSON Entire
245 O O change
245 O O management
245 O O process
245 O O and
245 O O validating
245 O O the
245 O U-NORP Change
245 O O requests
245 O O to
245 O O get
245 O O the
245 O U-ORG CAB
245 O O approvals

245 O U-CARDINAL 10

245 O O Providing
245 O O the
245 O U-ORG KPI
245 O O report
245 O O for
245 O O the
245 O O change
245 O O process

245 O U-CARDINAL 11

245 O O Driving
245 O O the
245 O U-ORG CAB
245 O O meeting
245 O O and
245 O O KPI
245 O O meeting

245 O O Projects
245 O O I
245 O O was
245 O O working
245 O O for
245 O O """"
245 O U-PERSON Cloud
245 O O for
245 O O customer
245 O O """"
245 O O and
245 O O """"
245 O O Business
245 O O by
245 O O design
245 O O """"
245 O O project
245 O O in
245 O U-ORG SAP

245 O O Achievements
245 O O 1

245 O O I
245 O O have
245 O O received
245 O O management
245 O O appreciation
245 O O note
245 O O for
245 O O handling
245 O O the
245 O O change
245 O O management
245 O O process
245 O O in
245 O O a
245 O O proficient
245 O O way

245 O U-CARDINAL 2

245 O B-ORG Team
245 O L-ORG Lead
245 O O appreciated
245 O O for
245 O O maintaining
245 O O the
245 O O documents
245 O O and
245 O U-ORG PPT
245 O O as
245 O O updated

245 O U-ORG EDUCATION
245 - O B.
245 - O Tech
245 - O in
245 - O Electronics
245 - O and
245 - O Communication
245 "B-College Name" O Biju
245 "I-College Name" O Patnaik
245 "L-College Name" O University
245 O O Rayagada
245 O O Orissa
245 O O 2016
245 O O SKILLS
245 O O ITIL
245 O O foundation

246 O B-PERSON Akansha
246 O L-PERSON Jain
246 O O Pune
246 O B-ORG Maharashtra
246 O L-ORG Email
246 O O me
246 O O on
246 O O Indeed
246 O O indeed.com/r/Akansha-Jain/b53674429e164cfc
246 O O I
246 O O am
246 O O looking
246 O O for
246 O O a
246 O O career
246 O O which
246 O O will
246 O O help
246 O O me
246 O O in
246 O O unlocking
246 O O and
246 O O emancipating
246 O O my
246 O O potential
246 O O and
246 O O strength
246 O O in
246 O O order
246 O O to
246 O O grow
246 O O with
246 O B-ORG the
246 O L-ORG Organization

246 O O WORK
246 O O EXPERIENCE
246 U-Designation O Developer
246 O U-ORG Microsoft
246 O O Pune
246 O U-ORG Maharashtra
246 O B-DATE August
246 O L-DATE 2016
246 O O to
246 O O Present
246 O O Role
246 U-Designation O Developer
246 O B-ORG Team
246 O L-ORG Size
246 O U-CARDINAL 6
246 O O Description
246 O O Project
246 O O involved
246 O O developing
246 O O dashboards
246 O O for
246 O O business
246 O O owner
246 O O to
246 O O have
246 O O insights
246 O O for
246 O O budget
246 O O management
246 O O and
246 O O to
246 O O analyze
246 O O data
246 O O post
246 O O sales
246 O O the
246 O O source
246 O O data
246 O O was
246 O O cleansed
246 O O using
246 O U-ORG SSIS
246 O O and
246 O O reports
246 O O are
246 O O created
246 O O on
246 O B-ORG Power
246 O L-ORG BI
246 O O desktop

246 O O Tools
246 O O ETL
246 O O SSIS
246 O O Database
246 O O SQL
246 O O SERVER
246 O O 2014
246 O O Visualization
246 O O Power
246 O O BI
246 O B-ORG Role
246 O L-ORG amp
246 O O Responsibilities

246 O B-ORG Data
246 O L-ORG Cleansing
246 O O and
246 O U-ORG Data
246 O O modification
246 O O were
246 O O done
246 O O as
246 O O per
246 O O project
246 O O requirements
246 O O using
246 O U-ORG SSIS

246 O B-ORG Created
246 O I-ORG Power
246 O L-ORG BI
246 O O dashboards
246 O O for
246 O U-ORG Sales
246 O O and
246 O U-ORG Post
246 O O sales
246 O O data

246 O O Re
246 O O modelling
246 O O of
246 O O data
246 O O sources
246 O O based
246 O O on
246 O O underlying
246 O O model
246 O O refresh
246 O O strategies

246 O B-ORG Optimization
246 O L-ORG for
246 O U-ORG ETL
246 O O process
246 O O and
246 O O dashboards

246 O O Dashboards
246 O O are
246 O O created
246 O O in
246 O B-ORG Power
246 O L-ORG BI
246 O O for
246 O O actionable
246 O O insights
246 O O for
246 O U-ORG Microsoft
246 O O business
246 O O owners
246 - O EDUCATION
246 - O B.TECH
246 - O in
246 - O Engineering
246 - O GRAPHIC
246 - O ERA
246 - O UNIVERSITY
246 O I-PERSON Dehra
246 O L-PERSON Dun
246 O B-PERSON Uttarakhand
246 O U-DATE 2012
246 O O to
246 O O 2016
246 O O STEPPING
246 O O STONES
246 O O SCHOOL
246 O U-DATE 2011
246 O O to
246 O U-DATE 2012
246 O O SECONDRY
246 O O SCHOOL
246 O O STEPPING
246 O O STONES
246 O O SCHOOL
246 O U-DATE 2010
246 O O to
246 O U-DATE 2011
246 O O senior
246 O O secondary
246 O O in
246 O U-ORG PCM
246 O O SKILLS
246 O O BI
246 O B-DATE 1
246 O L-DATE year
246 O B-ORG BUSINESS
246 O L-ORG INTELLIGENCE
246 O B-DATE 1
246 O L-DATE year
246 O U-ORG DATABASE
246 O B-DATE 1
246 O L-DATE year
246 O U-ORG ETL
246 O B-DATE 1
246 O L-DATE year
246 O U-ORG EXTRACT
246 O U-ORG TRANSFORM
246 O O AND
246 O O LOAD
246 O B-DATE 1
246 O L-DATE year
246 O O https://www.indeed.com/r/Akansha-Jain/b53674429e164cfc?isid=rex-download&ikw=download-top&co=IN
246 O O ADDITIONAL
246 O O INFORMATION
246 O O SKILLS
246 O O ETL
246 O U-ORG Microsoft
246 O U-PRODUCT SSIS
246 O O Reporting
246 O O Power
246 O O BI
246 O O Database
246 O O MS
246 O O SQL
246 O O SERVER
246 O U-CARDINAL 2016
246 O O Languages
246 O O SQL
246 O U-GPE PL
246 O O SQL
246 O O STRENGTHS

246 O B-ORG Good
246 O L-ORG Analytical
246 O O and
246 O O documentation
246 O O skills

246 O U-ORG Quickly
246 O O integrates
246 O O into
246 O O a
246 O O new
246 O O environment

246 O O Good
246 O O team
246 O O worker
246 O O patient
246 O O responsible
246 O O DECLARATION
246 O O I
246 O O hereby
246 O O declare
246 O O that
246 O O the
246 O O information
246 O O given
246 O O above
246 O O is
246 O O true
246 O O to
246 O O the
246 O O best
246 O O of
246 O O my
246 O O knowledge
246 O O and
246 O O belief
246 O O Date
246 O B-PERSON Akansha
246 O L-PERSON Jain
246 O U-PERSON Place
246 O O Pune

247 O O Satyendra
247 O O Singh
247 B-Designation O Sales
247 L-Designation O Manager
247 O U-GPE Mumbai
247 O B-ORG Maharashtra
247 O L-ORG Email
247 O O me
247 O O on
247 O O Indeed
247 O O indeed.com
247 O O r
247 O O Satyendra-
247 O O Singh/3fca29d67a089f37
247 O O To
247 O O obtain
247 O O a
247 O O challenging
247 O O position
247 O O in
247 O U-ORG Office
247 O O administration
247 O B-ORG Clerical
247 O L-ORG Sales
247 O O utilizing
247 O O proven
247 O O experience
247 O O with
247 O O the
247 O O opportunity
247 O O for
247 O U-ORG Professional
247 O O growth
247 O O based
247 O O on
247 O O merit
247 O O performance

247 O O CRITICAL
247 O O COMPETENCIES
247 O O Initiative
247 O O and
247 O O commitment
247 O O to
247 O O achieve
247 O O Organizing
247 O O for
247 O O result
247 O U-PERSON Adaptability
247 O O and
247 O O Innovation
247 O O Professionalism
